,Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey,Mass_g,PredMass_g,PreyAbundanceGroup,Habitat_Aquatic,PreyAbundance_10,PreyAbundance_20,PreyAbundance_30,PreyAbundance_40,PreyAbundance_50,PreyAbundance_60,PreyAbundance_70,PreyAbundance_80,PreyAbundance_90,frac_10,frac_20,frac_30,frac_40,frac_50,frac_60,frac_70,frac_80,frac_90
38,61,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,N,,30,,1,63.6,,1.03,Alternate genus length,1,0.147,% adult mass,1,m^2 per pred per day,0.68,0.00596,0.00491,0.00704,0.0537,0.0428,0.0662,,1,0.000147,0.00103,Ectotherm,Terrestrial,44.8410766,142.6257205,315.9412953,625.5566397,1177.193984,2154.025658,4232.312042,9691.293459,27900.98293,0.014148425,0.043654903,0.091831826,0.166812928,0.273658727,0.408073949,0.575292187,0.756199711,0.899292686
39,62,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,153,Alternate species length,2,2.98,Alternate species length,3,m^2.5 per pred per day,0.51,0.00835,0.00527,0.0134,0.113,0.0547,0.173,2D arena size is SA of arena,1,0.00298,0.153,Ectotherm,Terrestrial,4.514111639,13.4116056,30.38183978,58.63649587,113.5180706,223.6469215,429.7024537,1072.156541,3180.341183,0.004241225,0.012496385,0.027867902,0.052425925,0.096747367,0.174251206,0.288481964,0.502891507,0.750050672
40,63,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,153,Alternate species length,2,2.98,Alternate species length,3,m^2.5 per pred per day,0.56,0.0082,0.005,0.013,0.103,0.0402,0.153,2D arena size is SA of arena,1,0.00298,0.153,Ectotherm,Terrestrial,4.499046672,13.63603528,33.35055756,64.11898154,127.87645,239.4605359,460.9051678,1025.235136,3172.124336,0.00378551,0.011385864,0.027396188,0.051372803,0.097476549,0.168225114,0.280202956,0.464069503,0.728200026
41,64,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,153,Alternate species length,2,2.98,Alternate species length,3,m^2.5 per pred per day,0.55,0.00779,0.00477,0.0131,0.1,0.0359,0.158,2D arena size is SA of arena,1,0.00298,0.153,Ectotherm,Terrestrial,4.438349764,14.41278328,31.22866046,68.79515712,135.3173798,244.8011201,460.7953248,991.1658197,2912.13213,0.003445562,0.0111029,0.023749373,0.050865474,0.095360116,0.160157942,0.264142929,0.435703547,0.694054025
42,65,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,212,Alternate species length,1,2.98,Alternate species length,3,m^2.5 per pred per day,0.59,0.00798,0.00495,0.0127,0.0851,0.0291,0.147,2D arena size is SA of arena,1,0.00298,0.212,Ectotherm,Terrestrial,4.879588683,14.89962215,32.95428569,62.49641271,114.1535948,228.0587649,454.6797482,981.328468,2860.37312,0.003302774,0.010016949,0.021889324,0.040713269,0.071944253,0.134104861,0.235925037,0.399910539,0.66014989
43,66,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,212,Alternate species length,1,2.98,Alternate species length,3,m^2.5 per pred per day,0.57,0.00845,0.00541,0.0127,0.0962,0.0346,0.147,2D arena size is SA of arena,1,0.00298,0.212,Ectotherm,Terrestrial,4.879786273,15.35543042,33.53581656,67.35882375,122.7831453,242.6262618,456.9491915,983.5430042,3086.475149,0.003951057,0.012328389,0.026537493,0.051912812,0.09075137,0.164737532,0.270844422,0.444293871,0.715015664
44,67,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2,Mean,N,24,NA,,2,104,1.45E+03,212,Alternate species length,1,2.98,Alternate species length,3,m^2.5 per pred per day,0.57,0.00822,0.0052,0.0137,0.0956,0.0319,0.144,2D arena size is SA of arena,1,0.00298,0.212,Ectotherm,Terrestrial,4.449093533,13.97766888,30.40426217,59.93025746,117.8756871,230.2787404,474.2256268,1107.848033,3167.571802,0.003484059,0.01086476,0.023335105,0.044976921,0.084777505,0.153231559,0.271488365,0.465407148,0.713399651
45,68,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,38.5,,5.28,Alternate family length,1,0.0115,Original length,2,m^2 per pred per day,0.55,0.0121,0.00798,0.0178,0.0142,0.00852,0.0207,Prey length includes antennae,1,1.15E-05,0.00528,Ectotherm,Terrestrial,298.5497024,1012.575414,2270.318523,4676.450831,9008.956133,16269.61284,30810.69321,69654.77321,214150.0004,0.048793841,0.148197246,0.280620115,0.445524987,0.607522821,0.736526275,0.841115832,0.922887601,0.973541651
46,69,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,38.5,,2.24,Alternate species length,1,0.0115,Original length,2,m^2 per pred per day,0.26,0.00997,0.0048,0.0161,0.047,0.0327,0.0642,Prey length includes antennae,1,1.15E-05,0.00224,Ectotherm,Terrestrial,284.1132752,866.1221779,2035.743157,4225.538795,8543.934423,16899.26157,33380.53306,82495.99891,246242.1892,0.117490782,0.288689692,0.488210647,0.664434623,0.800143986,0.887877607,0.939910288,0.974783644,0.991407948
47,70,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,38.5,,0.661,Alternate species length,1,0.0115,Original length,2,m^2 per pred per day,0.57,0.0256,0.0209,0.0305,0.0281,0.0241,0.0324,Prey length includes antennae,1,1.15E-05,0.000661,Ectotherm,Terrestrial,352.6396148,1068.879228,2257.752759,4462.657621,8878.047386,15802.29932,31260.8605,68923.10866,215215.1858,0.202344999,0.434679782,0.618922339,0.76248483,0.864618107,0.91914319,0.957424728,0.980229546,0.993582223
48,71,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,38.5,,0.201,Alternate species length,1,0.0115,Original length,2,m^2 per pred per day,0.28,0.0203,0.0125,0.0307,0.0599,0.0487,0.0745,Prey length includes antennae,1,1.15E-05,0.000201,Ectotherm,Terrestrial,354.5423792,1025.099658,2334.565275,4416.464806,7974.455267,14387.55575,28042.82375,64623.81301,207561.3698,0.301243108,0.554861224,0.739499304,0.843021244,0.906513209,0.945930854,0.971509348,0.987434126,0.996053489
49,72,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,38.5,,5.28,Alternate family length,1,0.0417,Original length,2,m^2 per pred per day,0.62,0.00827,0.00574,0.0114,0.00791,0.000736,0.0142,,1,4.17E-05,0.00528,Ectotherm,Terrestrial,104.0868087,352.9010994,787.0041903,1583.970222,3002.104829,5822.300839,11412.5422,25515.97172,81976.66664,0.006762864,0.022564368,0.04896176,0.093888157,0.164148517,0.275818807,0.427445766,0.625348213,0.842830584
50,73,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,38.5,,2.24,Alternate species length,1,0.0417,Original length,2,m^2 per pred per day,0.45,0.00792,0.00536,0.0108,0.0133,0.00502,0.025,,1,4.17E-05,0.00224,Ectotherm,Terrestrial,126.1493168,372.7013111,813.2803167,1699.325456,3261.781311,6278.540602,13268.92835,28724.25693,93388.45044,0.013113807,0.037775829,0.078907842,0.151823684,0.255721453,0.398082176,0.58293292,0.751595893,0.907724952
51,74,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,38.5,,0.661,Alternate species length,1,0.0417,Original length,2,m^2 per pred per day,0.83,0.0185,0.0158,0.0217,0.0106,0.00812,0.0136,,1,4.17E-05,0.000661,Ectotherm,Terrestrial,119.0661355,376.3636748,838.0159752,1697.609229,3255.639448,6165.722666,12399.16885,28545.33951,87438.6912,0.022816138,0.068732146,0.141140601,0.249756829,0.389659947,0.5473266,0.7085803,0.848432973,0.944893645
52,75,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,38.5,,0.201,Alternate species length,1,0.0417,Original length,2,m^2 per pred per day,0.84,0.0156,0.0117,0.0195,0.0091,0.00475,0.0139,,1,4.17E-05,0.000201,Ectotherm,Terrestrial,122.3847864,369.3368102,818.6642412,1634.820743,3107.387009,6133.87629,11955.95186,26114.33283,87718.86189,0.017077052,0.049818991,0.104117314,0.188363834,0.306097503,0.46545934,0.629254342,0.787559063,0.925664759
53,76,Heimpel and Gough-Goldstein 1994 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Perillus bioculatus,5th instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Colorado potato beetle,Leptinotarsa decemlineata,Larva (neonate),2,Mean,N,,27.5,,1,102,3.06E+03,NA,,,73.3,Alternate species length,1,m^2.5 per pred per day,0.53,0.0581,0.0363,0.108,0.0128,0.00869,0.0167,,1,0.0733,NA,Ectotherm,Terrestrial,0.419450343,1.298986401,2.807711687,5.497449715,10.46751024,19.6313317,39.89859159,87.59193969,277.8405858,0.00031184,0.000965098,0.002083688,0.004071697,0.007724348,0.014389352,0.02881674,0.061156609,0.171241748
54,77,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.52,6.36E-05,4.33E-05,9.04E-05,1.09,0.605,1.67,Used cucumber leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,119.6057808,388.9262347,859.8121078,1729.110394,3326.312443,6351.845172,12686.33954,26915.05677,77870.2136,0.008223367,0.026254062,0.056252641,0.107038292,0.187383831,0.305717224,0.467934487,0.651064528,0.843707867
55,78,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.47,3.10E-05,2.09E-05,4.23E-05,1.9,0.965,2.87,Used cucumber leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,133.5556416,362.5721797,806.8741793,1674.520766,3225.821665,6348.722918,13110.7106,28456.37215,85402.58125,0.00780503,0.02090898,0.045368745,0.089774845,0.159664498,0.272166062,0.435736242,0.626319138,0.834168352
56,79,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.33,0.000844,0.000477,0.0015,0.253,0.169,0.37,Used cucumber leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,118.9934227,369.7545661,799.8671817,1653.684623,3167.854501,5904.132172,11467.1959,25997.5796,80951.36185,0.024779289,0.073176799,0.145881143,0.260964288,0.403497286,0.557663271,0.710028374,0.847358893,0.945312476
57,80,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.28,0.000199,0.000148,0.000306,0.73,0.543,0.967,Used cucumber leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,128.0585087,366.0601987,879.0937704,1698.963133,3232.174813,6169.448552,12648.94603,27748.48979,86533.30009,0.018263306,0.050492497,0.113244017,0.197952131,0.31951404,0.472639423,0.647578631,0.801233272,0.926311793
58,81,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,1,0.0417,Alternate species length,2,m^2 per pred per day,0.53,3.30E-05,2.53E-05,5.18E-05,0.17,7.17E-08,1.06,Used cucumber leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,122.8932223,356.2582884,828.6773013,1587.977038,3038.989746,6016.466928,11825.9747,26573.38325,83213.66666,0.000688956,0.001994623,0.004627368,0.00882989,0.016762945,0.032650352,0.062216072,0.129736059,0.318257121
59,82,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,2,0.0417,Alternate species length,2,m^2 per pred per day,0.35,0.0013,0.00069,0.00253,0.126,0.0727,0.189,Used cucumber leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,125.6812472,404.3460559,895.5255913,1898.083186,3472.99898,6491.117719,12637.61333,28026.21837,82624.7221,0.020171329,0.062117711,0.127922511,0.237168813,0.362601497,0.515326604,0.674271458,0.821131348,0.931195483
60,83,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,2,0.0417,Alternate species length,2,m^2 per pred per day,0.34,0.00121,0.000679,0.00209,0.16,0.101,0.24,Used cucumber leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,140.6383856,398.5579625,836.2260877,1628.516726,3114.503096,5815.391102,11980.49768,26878.20215,83636.50195,0.0265059,0.07163352,0.139335824,0.239706098,0.37615715,0.529602075,0.698742946,0.838803794,0.941833501
61,84,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.67,9.80E-05,6.68E-05,0.000125,0.257,0.0519,0.464,Used sweet pepper leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,113.8827408,343.1244173,744.3331163,1508.013536,2824.855167,5215.018618,10330.24331,23860.39714,72042.18075,0.002860047,0.008567888,0.018401799,0.03659107,0.06642115,0.116096686,0.206461,0.375370079,0.644691343
62,85,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.52,6.33E-05,3.86E-05,1.00E-04,1.1,0.415,1.81,Used sweet pepper leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,122.8303714,370.136701,819.8242021,1596.45646,2964.915461,5578.265998,10886.48243,23654.06661,78669.43173,0.008480151,0.025125079,0.054001706,0.100040621,0.171119869,0.279754077,0.431180125,0.622218488,0.84562547
63,86,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.39,0.00116,0.000823,0.00161,0.32,0.273,0.378,Used sweet pepper leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,117.7988812,375.2209678,843.8537741,1714.773633,3224.59155,6320.842866,12744.02382,29100.05038,90621.90847,0.041895004,0.12225421,0.238523708,0.388948762,0.544827314,0.701162199,0.825497644,0.915268158,0.971130683
64,87,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,NA,,,0.0417,Alternate species length,2,m^2 per pred per day,0.33,0.000301,0.000194,0.000425,1.16,0.923,1.41,Used sweet pepper leaf discs,1,4.17E-05,NA,Ectotherm,Terrestrial,123.9984825,417.6135508,925.7488972,1734.666602,3094.345557,5989.734337,11696.62917,26962.83306,77114.27879,0.041498615,0.127257962,0.244276044,0.377209424,0.51932822,0.676519415,0.803304293,0.903978578,0.964190078
65,88,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,1,0.0417,Alternate species length,2,m^2 per pred per day,0.6,5.10E-05,3.82E-05,6.19E-05,2.26E-08,5.11E-09,2.51E-07,Used sweet pepper leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,118.9748084,367.856381,875.2766223,1735.709902,3243.483851,6008.05584,11616.67246,26633.36044,85399.74399,1.37E-10,4.24E-10,1.01E-09,2.00E-09,3.74E-09,6.92E-09,1.34E-08,3.07E-08,9.84E-08
66,89,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,2,0.0417,Alternate species length,2,m^2 per pred per day,0.47,0.00112,0.000744,0.0017,0.0605,0.0252,0.105,Used sweet pepper leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,121.6986806,366.7584384,778.4008115,1569.617925,2947.861126,5760.666221,11298.06573,26912.41356,84603.20865,0.008178857,0.024248928,0.050101845,0.096132876,0.166490984,0.28075289,0.433606484,0.645840324,0.851471474
67,90,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,12.6,,0.0282,Original length,2,0.0417,Alternate species length,2,m^2 per pred per day,0.44,0.0011,0.000711,0.0017,0.0884,0.0442,0.137,Used sweet pepper leaf discs,1,4.17E-05,2.82E-05,Ectotherm,Terrestrial,118.9293808,350.3887047,758.1307731,1589.703571,3140.199855,6102.455944,12313.17214,27423.79118,89123.00087,0.01143248,0.032949161,0.068659048,0.133886265,0.233923717,0.372412305,0.544902814,0.727274422,0.896548021
68,91,Wiedenmann and O'neil 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus maculiventris,Adult female (7-30d old),3,Metazoan,Invertebrate,Insect,Coleoptera,Mexican bean beetle,Epilachna varivestis,3rd instar,2,Mean,N,24,23,,1,63.6,,75.8,Alternate species length,1,11.2,Original mass,1,m^2 per pred per day,0.7,0.0074,0.00545,0.00987,0.0533,0.0164,0.0827,,1,0.0112,0.0758,Ectotherm,Terrestrial,1.63654167,5.20300041,12.78438272,24.35255297,45.42683454,87.23540974,166.7440822,390.9870696,1138.985335,0.000645068,0.002047965,0.005017118,0.009513753,0.017601875,0.033262901,0.061708787,0.133608878,0.309982495
69,97,Dor et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Vertebrate,Reptile,,Norops serranoi,Adult male (wild caught),3,Metazoan,Invertebrate,Insect,Diptera,Mexican fruit fly,Anastrepha ludens,Adult (3-18d old),2,Raw data,N,,26,,1,900,2.70E+04,16800,Alternate species mass,1,17.9,Alternate species length,1,m^2.5 per pred per day,0.28,0.272,0.151,0.555,0.00639,6.42E-09,0.0128,,1,0.0179,16.8,Ectotherm,Terrestrial,1.185208418,3.42007432,7.956088509,15.94385164,30.29824883,56.90457566,112.6391226,253.8501823,827.4593205,0.002055752,0.005909236,0.013639704,0.026964459,0.050026354,0.090002986,0.163722836,0.306139519,0.589859774
