Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey
42,Zhang et al 2012 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius similis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,Spider mite,Tetranychus cinnabarinus,3rd or 4th instar,2,Mean,N,24,31,,1,6.36E+01,,4.93E+01,Average genus mass,1,,,,m^2 per pred per day,212.54,7.40E-03,5.40E-03,9.59E-03,1.75E-02,8.07E-03,2.57E-02,,1
43,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Diptera,Sciarid fly,Bradysia sp.,Adult,2,Mean,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,1.30E+00,Original length,1,m^2 per pred per day,143.67,5.11E-03,4.23E-03,6.23E-03,9.15E-02,8.32E-02,1.02E-01,,1
44,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Diptera,American serptentine leafminer,Liriomyza trifolii,Adult,2,Mean,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,5.39E-01,Original length,1,m^2 per pred per day,183.12,2.36E-02,1.75E-02,3.87E-02,1.60E-01,1.49E-01,1.69E-01,,1
45,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Tobacco whitefly,Bemisia tabaci,Adult,2,Mean,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,2.79E-02,Alternate species length,2,m^2 per pred per day,293.9,2.62E-03,2.35E-03,2.96E-03,2.36E-02,1.80E-02,3.19E-02,,1
46,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,2.21E+00,% adult mass,3,1.37E-01,Alternate species length,2,m^2 per pred per day,-19.83,3.22E-03,5.92E-04,5.06E-02,1.02E+00,5.60E-01,1.42E+00,,1
47,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,7.32E+01,% adult mass,4,1.37E-01,Alternate species length,2,m^2 per pred per day,55.37,5.14E-03,1.09E-03,5.94E-02,4.68E-01,2.47E-01,6.70E-01,,1
48,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,9.31E+01,% adult mass,5,1.37E-01,Alternate species length,2,m^2 per pred per day,90.13,1.28E-03,8.25E-04,2.77E-03,7.35E-02,2.57E-08,1.82E-01,,1
49,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,3.28E+02,% adult mass,6,1.37E-01,Alternate species length,2,m^2 per pred per day,61.73,2.21E-03,9.08E-04,4.47E-03,2.09E-01,8.69E-02,3.00E-01,,1
50,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,5th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,,,,1.37E-01,Alternate species length,2,m^2 per pred per day,104.14,1.00E-03,7.06E-04,3.32E-03,1.91E-02,3.92E-09,2.48E-01,,1
51,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,4.01E+02,Alternate family length,1,1.37E-01,Alternate species length,2,m^2 per pred per day,-26.1,1.04E-03,4.43E-04,2.35E-03,3.30E-01,6.67E-02,5.03E-01,,1
52,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,N,12,28,,1,1.60E+01,,4.01E+02,Alternate family length,2,1.37E-01,Alternate species length,2,m^2 per pred per day,-74.27,1.91E-03,1.10E-03,3.61E-03,7.59E-01,6.34E-01,9.13E-01,,1
53,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Amphiareus constrictus,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,N,12,25,,1,4.91E+00,,6.25E-01,Alternate genus length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,23.28,4.64E-04,2.92E-04,6.70E-04,3.26E-02,1.25E-02,4.93E-02,,0
54,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Blaptostethus pallescens,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,N,12,25,,1,4.91E+00,,3.86E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,24.44,4.94E-04,3.52E-04,6.29E-04,1.79E-02,5.92E-03,2.64E-02,,0
55,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius tristicolor,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,N,12,25,,1,4.91E+00,,8.17E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,21.91,5.37E-04,3.54E-04,7.83E-04,4.44E-02,2.35E-02,6.66E-02,,0
56,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,1st instar,2,Raw data,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,8.53E-01,% adult mass,1,m^2.5 per pred per day,139.37,5.83E-02,4.97E-02,6.83E-02,1.45E-02,9.66E-03,1.84E-02,,1
57,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,2nd instar,2,Raw data,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,151.49,5.24E-02,4.35E-02,6.22E-02,1.15E-02,6.09E-03,1.65E-02,,1
58,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,3rd instar,2,Raw data,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,106.86,5.52E-02,4.61E-02,6.38E-02,1.40E-02,8.13E-03,1.78E-02,,1
59,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,N,,17,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,227.66,5.33E-03,4.26E-03,6.90E-03,6.83E-02,5.28E-02,8.50E-02,,1
60,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,N,,25,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,242.74,5.32E-03,4.43E-03,6.18E-03,4.03E-02,2.93E-02,4.93E-02,,1
61,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,N,,30,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,255.22,5.96E-03,4.91E-03,7.04E-03,5.37E-02,4.28E-02,6.62E-02,,1
62,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,6.71,8.35E-03,5.27E-03,1.34E-02,1.13E-01,5.47E-02,1.73E-01,2D arena size is SA of arena,1
63,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,5.82,8.20E-03,5.00E-03,1.30E-02,1.03E-01,4.02E-02,1.53E-01,2D arena size is SA of arena,1
64,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,7.04,7.79E-03,4.77E-03,1.31E-02,1.00E-01,3.59E-02,1.58E-01,2D arena size is SA of arena,1
65,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,8.21,7.98E-03,4.95E-03,1.27E-02,8.51E-02,2.91E-02,1.47E-01,2D arena size is SA of arena,1
66,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,8.46,8.45E-03,5.41E-03,1.27E-02,9.62E-02,3.46E-02,1.47E-01,2D arena size is SA of arena,1
67,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,8,8.22E-03,5.20E-03,1.37E-02,9.56E-02,3.19E-02,1.44E-01,2D arena size is SA of arena,1
68,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,3.85E+01,,5.28E+00,Alternate family length,1,1.15E-02,Original length,2,m^2 per pred per day,413.44,1.21E-02,7.98E-03,1.78E-02,1.42E-02,8.52E-03,2.07E-02,Prey length includes antennae,1
69,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,3.85E+01,,2.24E+00,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,352.48,9.97E-03,4.80E-03,1.61E-02,4.70E-02,3.27E-02,6.42E-02,Prey length includes antennae,1
70,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,3.85E+01,,6.61E-01,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,334.45,2.56E-02,2.09E-02,3.05E-02,2.81E-02,2.41E-02,3.24E-02,Prey length includes antennae,1
71,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2,Mean,N,24,25,,1,3.85E+01,,2.01E-01,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,298.9,2.03E-02,1.25E-02,3.07E-02,5.99E-02,4.87E-02,7.45E-02,Prey length includes antennae,1
72,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.85E+01,,5.28E+00,Alternate family length,1,4.17E-02,Original length,2,m^2 per pred per day,414.18,8.27E-03,5.74E-03,1.14E-02,7.91E-03,7.36E-04,1.42E-02,,1
73,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.85E+01,,2.24E+00,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,423.02,7.92E-03,5.36E-03,1.08E-02,1.33E-02,5.02E-03,2.50E-02,,1
74,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.85E+01,,6.61E-01,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,262.43,1.85E-02,1.58E-02,2.17E-02,1.06E-02,8.12E-03,1.36E-02,,1
75,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.85E+01,,2.01E-01,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,252.88,1.56E-02,1.17E-02,1.95E-02,9.10E-03,4.75E-03,1.39E-02,,1
76,Heimpel and Gough-Goldstein 1994 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Perillus bioculatus,5th instar,3,Metazoan,Invertebrate,Insect,Coleoptera,Colorado potato beetle,Leptinotarsa decemlineata,Larva (neonate),2,Mean,N,,27.5,,1,1.02E+02,3.06E+03,,,,7.33E+01,Alternate species length,1,m^2.5 per pred per day,343.92,5.81E-02,3.63E-02,1.08E-01,1.28E-02,8.69E-03,1.67E-02,,1
77,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-238.08,6.36E-05,4.33E-05,9.04E-05,1.09E+00,6.05E-01,1.67E+00,Used cucumber leaf discs,1
78,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-286.48,3.10E-05,2.09E-05,4.23E-05,1.90E+00,9.65E-01,2.87E+00,Used cucumber leaf discs,1
79,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,39.68,8.32E-04,4.35E-04,1.34E-03,2.58E-01,1.40E-01,3.56E-01,Used cucumber leaf discs,1
80,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-98.2,1.99E-04,1.48E-04,3.06E-04,7.30E-01,5.43E-01,9.67E-01,Used cucumber leaf discs,1
81,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,1,4.17E-02,Alternate species length,2,m^2 per pred per day,-194.98,3.30E-05,2.53E-05,5.18E-05,1.70E-01,7.17E-08,1.06E+00,Used cucumber leaf discs,1
82,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,129.42,1.25E-03,6.16E-04,2.25E-03,1.26E-01,5.95E-02,1.89E-01,Used cucumber leaf discs,1
83,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,102.62,1.24E-03,6.68E-04,2.05E-03,1.75E-01,9.23E-02,2.34E-01,Used cucumber leaf discs,1
84,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-122.55,9.80E-05,6.68E-05,1.25E-04,2.57E-01,5.19E-02,4.64E-01,Used sweet pepper leaf discs,1
85,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-237.61,6.33E-05,3.86E-05,1.00E-04,1.10E+00,4.15E-01,1.81E+00,Used sweet pepper leaf discs,1
86,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-1.18,1.11E-03,7.52E-04,1.62E-03,3.19E-01,2.69E-01,3.62E-01,Used sweet pepper leaf discs,1
87,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,-152.76,3.01E-04,1.94E-04,4.25E-04,1.16E+00,9.23E-01,1.41E+00,Used sweet pepper leaf discs,1
88,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,1,4.17E-02,Alternate species length,2,m^2 per pred per day,-110.6,5.10E-05,3.82E-05,6.19E-05,2.26E-08,5.11E-09,2.51E-07,Used sweet pepper leaf discs,1
89,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,185.71,1.12E-03,6.66E-04,1.68E-03,6.21E-02,2.19E-02,9.59E-02,Used sweet pepper leaf discs,1
90,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2,Mean,N,,26,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,147.48,1.09E-03,7.18E-04,1.75E-03,9.05E-02,5.35E-02,1.40E-01,Used sweet pepper leaf discs,1
91,Wiedenmann and O'neil 1991 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus maculiventris,Adult female (7-30d old),3,Metazoan,Invertebrate,Insect,Coleoptera,Mexican bean beetle,Epilachna varivestis,3rd instar,2,Mean,N,24,23,,1,6.36E+01,,7.58E+01,Alternate species length,1,1.12E+01,Original mass,1,m^2 per pred per day,88.37,7.40E-03,5.45E-03,9.87E-03,5.33E-02,1.64E-02,8.27E-02,,1
92,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2,Mean,N,,20,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,105.71,6.28E-03,5.53E-03,7.65E-03,4.22E-10,3.55E-11,2.86E-03,,1
93,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2,Mean,N,,25,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,134.52,6.42E-03,4.39E-03,1.49E-02,1.36E-09,1.02E-10,1.23E-02,,1
94,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2,Mean,N,,30,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,123.86,6.34E-03,4.94E-03,1.02E-02,7.94E-10,1.11E-10,7.07E-03,,1
